"x","y"
946276.9,1945421.7
946418.4,1945507.5
946457.2,1945528.7
946479.1,1945541.8
946479.1,1945541.8
946502.1,1945554.9
946571.4,1945486.3
946595.5,1945463.4
946633.7,1945417.6
946650.9,1945386.7
946676.2,1945326.9
946683.4,1945297.9
946712.6,1945244.1
946681.8,1945225
946670.8,1945215.9
946659.9,1945204.9
946659.9,1945204.9
946643,1945181.8
946618.2,1945151.7
946613.2,1945138.6
946611.3,1945119.6
946612.5,1945095.6
946632.8,1945031.8
946632.8,1945031.8
946692.7,1944853.2
946742.5,1944706.5
946749.6,1944686.5
946760.6,1944677.6
946775.6,1944679.7
946790.6,1944689.7
946850.1,1944770
946865,1944792.1
946865,1944792.1
946886.8,1944821.2
946905.9,1944808.3
946905.9,1944808.3
946933,1944787.5
947005.2,1944739.9
947039.5,1944684.1
947039.5,1944684.1
947049.6,1944670.1
947070.8,1944619.2
947126.2,1944542.6
947141.3,1944519.7
947141.3,1944519.7
947153.4,1944503.7
947244.8,1944417.2
947244.8,1944417.2
947275.9,1944398.4
947171.4,1944305.9
947171.4,1944305.9
947017.1,1944186.1
946982.3,1944160
946968.3,1944157.9
946957.3,1944162.8
946863.8,1944438.2
946863.8,1944438.2
946788.7,1944666.7
946756.2,1944761.5
946756.2,1944761.5
946718.6,1944876.3
946718.6,1944876.3
946675,1944996
946675,1944996
946636.3,1945120.8
946627.3,1945131.7
946618.2,1945136.7
946609.2,1945136.6
946594.3,1945130.5
946561.4,1945109.4
946561.4,1945109.4
946420.9,1945021.7
946412.9,1945033.6
946416.7,1945057.6
946426.6,1945077.7
946451.6,1945262.7
946456.4,1945299.7
946474.4,1945314.8
946477.2,1945336.8
946478.1,1945355.8
946469.7,1945445.8
946465.5,1945483.7
946465.5,1945483.7
946460.4,1945498.7
946455.2,1945527.6
946452.2,1945535.6
946445.2,1945542.6
946430.2,1945544.5
946417.2,1945539.4
946302.6,1945464.9
946247.2,1945558.5
946235.1,1945560.5
946218.2,1945553.4
946209.2,1945546.3
946206.3,1945538.3
946206.3,1945529.3
946215.4,1945510.4
946215.4,1945510.4
946237.6,1945478.5
946248.6,1945476.6
946254.6,1945478.6
946272.5,1945481.7
946288.7,1945456.8
946212,1945406.4
946125.3,1945351
946030.7,1945288.5
946030.7,1945288.5
945912.1,1945213.9
945900.1,1945211.8
945887.1,1945217.8
945826.6,1945306.4
945813.6,1945313.3
945800.6,1945313.3
945789.7,1945307.2
945782.7,1945295.2
945781.8,1945280.2
945821.1,1945228.4
945805.1,1945224.3
945799.1,1945222.3
945789.1,1945222.2
945789.1,1945222.2
945769.1,1945215.1
945685.6,1945140.7
945666.7,1945116.6
945659.8,1945103.6
945643.9,1945072.5
945637.1,1945052.5
945633.1,1945036.5
945617.2,1945029.4
945617.2,1945029.4
945550.4,1944994.1
945457.7,1944947.6
945457.7,1944947.6
945417.8,1944924.4
945345,1944890
945300.2,1944865.8
945282.3,1944849.7
945267.4,1944833.6
945249.5,1944801.5
945218.9,1944737.4
945203.1,1944694.3
945188.4,1944647.3
945172.7,1944587.2
945168,1944540.2
945167.1,1944504.2
945160.7,1944391.2
945180.6,1944222.4
945184.7,1944213.4
945191.7,1944211.5
945197.7,1944215.5
945200.6,1944223.5
945198.5,1944249.5
945198.5,1944249.5
945187.1,1944331.4
945181.8,1944372.3
945182.7,1944394.3
945188.2,1944489.3
945187.1,1944519.3
945187.1,1944519.3
945184.9,1944544.3
945190.8,1944575.3
945211.3,1944661.4
945224.1,1944693.4
945224.1,1944693.4
945260.7,1944777.6
945285.4,1944817.7
945306.3,1944839.8
945329.2,1944855.9
945360.1,1944871.1
945405,1944887.3
945433.9,1944900.5
945433.9,1944900.5
945476.8,1944932.7
945557.5,1944974.1
945634.2,1945017.5
945634.2,1945017.5
945706,1945057.9
945818.6,1945132.4
945818.6,1945132.4
945927.2,1945193
946033.8,1945263.5
