"x","y"
948288.9,1959016.3
948314.1,1958993.5
948343.2,1958969.6
948343.2,1958969.6
948367.3,1958947.8
948400.4,1958920.9
948400.4,1958920.9
948489.8,1958841.5
948489.8,1958841.5
948525.1,1958789.7
948556.3,1958743.8
948560.4,1958728.9
948560.4,1958728.9
948566.5,1958703.9
948569.5,1958699.9
948620.6,1958675.2
948658.7,1958654.4
948658.7,1958654.4
948590.1,1958581.1
948573.3,1958558
948573.3,1958558
948567.3,1958551
948561.4,1958537
948554.5,1958516.9
948551.7,1958478.9
948548,1958423.9
948548,1958423.9
948547.1,1958401.9
948553.2,1958390
948559.2,1958383
948566.2,1958378
948691.2,1958371.7
948726.2,1958369.9
948726.2,1958369.9
948779.2,1958365.2
948785.3,1958358.2
948786.3,1958355.2
948779.8,1958258.2
948779.9,1958232.2
948798.6,1958112.4
948804.7,1958077.4
948815.9,1958040.5
948831.1,1958001.6
948836.2,1957989.6
948843.2,1957979.7
948869.4,1957941.8
948867.5,1957935.8
948842.7,1957885.7
948842.7,1957885.7
948840.8,1957881.7
948835.8,1957882.7
948793.4,1957959.4
948777.2,1957995.3
948769.1,1958017.2
948761.9,1958053.2
948761.9,1958053.2
948749.5,1958118.1
948730.9,1958233
948743.3,1958359
948743.3,1958359
948745.2,1958368
948731.2,1958379.9
948635.2,1958385.4
948569.2,1958390
948569.2,1958390
948560.1,1958395
948565.7,1958479
948569.5,1958513
948584.3,1958552.1
948584.3,1958552.1
948602.2,1958570.2
948645.9,1958618.4
948669.8,1958641.5
948669.8,1958641.5
948702.6,1958677.7
948742.4,1958719.8
948744.3,1958729.9
948743.3,1958737.8
948737.2,1958743.8
948737.2,1958743.8
948663.9,1958809.4
948663.9,1958809.4
948614.7,1958852.1
948578.5,1958886.9
948578.5,1958886.9
948566.4,1958906.8
948557.4,1958920.8
948511.2,1958962.5
948511.2,1958962.5
948444.9,1959021.1
948444.9,1959021.1
948432.9,1959019.1
948377.3,1958952.8
