"x","y"
950181.4,1950697.5
950230.2,1950737.7
950238.2,1950732.8
950252.2,1950728.8
950274.1,1950565
950287.6,1950472.1
950309,1950389.3
950337.4,1950308.4
950382.9,1950209.7
950350,1950194.6
950330,1950205.4
950330,1950205.4
950156,1950220.5
950156,1950220.5
949968,1950231.5
949968,1950231.5
949926,1950233.3
949908.1,1950221.2
949897.1,1950212.2
949889.5,1950132.1
949889.5,1950132.1
949876.1,1950032.1
949867.4,1949976.1
949872.5,1949953.1
949880.5,1949944.2
949893.6,1949935.2
949907.6,1949930.3
949970.6,1949927.6
950002.6,1949925.8
950002.6,1949925.8
950187.6,1949914.8
950293.5,1949913.4
950293.5,1949913.4
950353.5,1949909.7
950417.6,1949902
950448.6,1949895.2
950448.6,1949895.2
950566.8,1949842.8
950615.9,1949829.1
950673,1949806.4
950673,1949806.4
950805.2,1949753.1
950805.2,1949753.1
950844.3,1949732.3
950859.3,1949723.4
950907.5,1949683.7
950954.7,1949647
950954.7,1949647
950997.9,1949609.2
951071.1,1949563.6
951071.1,1949563.6
951200.5,1949482.3
951201.5,1949476.3
951130.9,1949404
951130.9,1949404
951115,1949384.9
951021.6,1949286.5
951021.6,1949286.5
951016.6,1949284.4
951000.7,1949268.4
950965.9,1949233.2
950955,1949207.1
950950.1,1949196.1
950946.2,1949172.1
950944.3,1949164.1
950942.5,1949123.1
950934.6,1949104.1
950906.8,1949073.9
950906.8,1949073.9
950898.8,1949064.9
950606.5,1949329.2
950606.5,1949329.2
950430.7,1949487.2
950430.7,1949487.2
950389.7,1949505
950372.7,1949506.9
950337.7,1949502.7
950326.7,1949503.7
950316.7,1949509.6
950273.6,1949531.4
950254.5,1949543.3
950254.5,1949543.3
950216.4,1949570.1
950164.1,1949620.8
950142,1949639.7
950134,1949647.6
950134,1949647.6
950101.9,1949664.4
950070.9,1949677.3
950051.8,1949683.2
950015.8,1949691
949973.8,1949699.7
949899.7,1949720.3
949873.7,1949727.2
949873.7,1949727.2
949829.7,1949735
949834.5,1949757
949839.5,1949773
949866,1949860.1
949875.9,1949878.2
949881.7,1949905.2
949896.4,1949972.2
949902.2,1950005.3
949902.2,1950005.3
949924.2,1950195.3
949926,1950233.3
949925.8,1950267.3
949925.8,1950267.3
949925.7,1950285.3
949927.1,1950391.2
949928.9,1950440.2
949932.8,1950446.2
