"x","y"
955914.2,1957685.3
955931.2,1957687.4
955951.2,1957685.5
955989.2,1957673.7
956022.3,1957652.9
956120.5,1957614.5
956145.6,1957602.6
956145.6,1957602.6
956303.9,1957535.5
956326.9,1957518.6
956382.3,1957440.9
956388.4,1957424
956401.6,1957382
956413.3,1957262.1
956426.4,1957235.2
956426.4,1957235.2
956429.4,1957228.2
956433.5,1957222.3
956446.6,1957206.3
956500.7,1957168.6
956529.8,1957145.8
956560,1957122
956575,1957110.1
956583.1,1957097.1
956615.5,1957019.3
956615.5,1957019.3
956641.8,1956953.5
956658,1956923.6
956689.3,1956867.8
956700.4,1956845.8
956707.5,1956824.9
956708.5,1956811.9
956712.8,1956768.9
956719,1956735
956731.2,1956689.1
956731.2,1956689.1
956745.4,1956645.1
956762.7,1956593.2
956768.8,1956578.3
956786,1956542.4
956815.3,1956467.6
956853.9,1956364.8
956870.1,1956318.9
956874.2,1956303.9
956874.2,1956303.9
956888.3,1956274
956893.5,1956245.1
956900.6,1956223.1
956904.6,1956214.1
956919.8,1956195.2
956990.1,1956127.6
957019.2,1956109.8
957052.2,1956096
957074.2,1956091.1
957118.2,1956093.3
957161.2,1956098.5
957161.2,1956098.5
957198.1,1956102.7
957229.2,1956097.9
957453.5,1956016.1
957565.7,1955970.7
957565.7,1955970.7
957765,1955900.8
957780.1,1955891.9
957795.1,1955872
957796.4,1955827
957780.6,1955593
957780.6,1955593
957771.4,1955457
957749.7,1955388.9
957719.1,1955321.8
957484.5,1955065.6
957484.5,1955065.6
957415,1954993.3
957347.2,1954942
957281.5,1954904.6
957128.7,1954880.8
957073.8,1954857.5
957023,1954827.3
956831.7,1954704.3
956667.3,1954604.5
956667.3,1954604.5
956580.6,1954559
956423.1,1954475.2
956154.8,1954346.8
956093.1,1954306.5
956049.3,1954265.3
956000.7,1954198.1
956000.7,1954198.1
955842.9,1953975.3
955711.8,1953826.7
955711.8,1953826.7
955636.2,1953742.3
955563.7,1953669.9
955543.8,1953643.9
955532,1953600.8
955533.2,1953573.8
955548.9,1953446
955548.9,1953446
955566.6,1953306.1
955594.1,1953200.3
955603,1953037.4
955612.6,1952927.5
955612.6,1952927.5
955632.5,1952563.7
955629.6,1952554.7
955589.8,1952512.5
955571.9,1952501.4
955452.9,1952493.8
955452.9,1952493.8
955293,1952483.9
955170.1,1952480.3
955125.2,1952477.1
954977.3,1952467.3
954977.3,1952467.3
954794.4,1952456.3
954734.4,1952450
954643.5,1952448.5
954643.5,1952448.5
954384.5,1952455.1
954350.5,1952455
954333.6,1952448.9
954323.7,1952435.8
954315.8,1952411.8
954305.4,1952289.8
954308.6,1952255.8
954305.1,1952166.8
954301.8,1952033.9
954292.4,1951918.8
954277.8,1951839.8
954269,1951801.8
954269,1951801.8
954248.4,1951732.7
954230.8,1951663.6
954209.1,1951612.5
954190.3,1951562.4
954174.6,1951514.4
954176.8,1951482.4
954193,1951432.5
954211.1,1951410.6
954211.1,1951410.6
954221.3,1951388.7
954308.5,1951157.2
954308.5,1951157.2
954322.7,1951118.3
954332.9,1951081.4
954335.9,1951066.4
954337,1951054.4
954337.1,1951037.4
954325.9,1950883.4
954325.1,1950853.4
954327.2,1950827.4
954333.3,1950805.5
954360.7,1950731.6
954413.4,1950593
954518.9,1950309.6
954576.7,1950151
954624.4,1950022.3
954731.9,1949730
954775.5,1949606.3
954794.8,1949551.4
954798.9,1949534.4
954800,1949520.4
954801.1,1949501.4
954799.2,1949482.4
954792.5,1949422.4
954781.7,1949376.4
954750.4,1949253.3
954689.5,1949050
954689.5,1949050
954659,1948958.9
954643.3,1948904.8
954636.5,1948868.8
954634.6,1948846.8
954634.6,1948846.8
954634.8,1948799.8
954643.3,1948717.9
954652.5,1948678.9
954658.9,1948605
954663,1948582
954670.1,1948554.1
954696.5,1948483.2
954796,1948378.8
954882.6,1948254.3
954890.8,1948219.4
954928.1,1948159.6
955010.9,1948013.1
955028.1,1947977.2
955038.2,1947942.3
955038.2,1947942.3
955041.3,1947922.3
955071.3,1947557.6
955076.4,1947527.6
955098.7,1947465.8
955131,1947408
955131,1947408
955176.4,1947330.2
955198.7,1947279.4
955212.9,1947237.4
955217,1947220.5
955227.3,1947163.5
955257.4,1946955.8
955277.9,1946854.9
955286.1,1946817
955290.2,1946795
955312.6,1946732.2
955518.4,1946188.4
955665.4,1945791.4
955685.7,1945739.5
955698.8,1945710.6
955761.7,1945534
955784,1945477.1
955784,1945477.1
955878.3,1945228.7
955888.4,1945205.8
955894.5,1945201.8
955902.5,1945199.8
955912.4,1945202.9
955943.4,1945213.1
956132.9,1945283
956132.9,1945283
956563.9,1945445.3
956584.9,1945455.4
956596.8,1945470.4
956599.7,1945488.4
956595.5,1945513.4
956515.6,1945700.9
956515.6,1945700.9
956367.8,1946055
956368.7,1946061
956426.3,1946135.3
956426.3,1946135.3
956555.4,1946296.9
956705.4,1946475.6
956705.4,1946475.6
956735.2,1946511.8
956749.2,1946514.9
956951.9,1946369
956951.9,1946369
957011.1,1946326.3
957022.1,1946324.4
957032.1,1946326.4
957038.1,1946331.5
957045,1946346.5
957056.8,1946382.5
957092.1,1946510.7
957092.1,1946510.7
957148.1,1946700.9
957184.4,1946819.1
957184.4,1946819.1
957204.1,1946882.1
957220.8,1946927.2
957252.7,1946950.4
957428,1947059.3
957572.5,1947152
957627.3,1947184.3
957627.3,1947184.3
958047.8,1947447.4
958047.8,1947447.4
958341.7,1947633.9
958570.8,1947773.1
958570.8,1947773.1
958626.7,1947800.3
958676.6,1947817.6
958729.5,1947831.9
958775.4,1947840.1
958841.4,1947844.5
958881.4,1947844.7
958947.4,1947837
958998.4,1947825.3
958998.4,1947825.3
959287.8,1947732.9
959287.8,1947732.9
959804.5,1947567.7
959804.5,1947567.7
959844.6,1947550.9
959877.7,1947526.1
959895.8,1947506.2
959909.9,1947483.3
959974.7,1947334.7
959981.8,1947314.7
959994.8,1947298.8
960013.9,1947289.9
960036.9,1947288
960343.5,1947333.6
960343.5,1947333.6
960513.3,1947357.5
960552.4,1947353.7
960588.4,1947337.9
960611.5,1947319
960633.7,1947292.2
960641.8,1947270.2
960714.7,1947093.7
960714.7,1947093.7
960782.5,1946935.1
960782.5,1946935.1
961007.2,1946415.5
961060.8,1946286.8
961060.8,1946286.8
961303.8,1945715.3
