"x","y"
948716.6,1944542
948657.5,1944566.7
948629.5,1944571.5
948612.5,1944570.4
948596.5,1944567.4
948539.6,1944548.1
948526.7,1944544
948437.8,1944527.5
948437.8,1944527.5
948390.9,1944519.3
948362.9,1944520.1
948311.9,1944522.9
948283.9,1944525.7
948249.9,1944529.5
948249.9,1944529.5
948216.8,1944534.4
948197.8,1944538.3
948171.8,1944546.1
948055.6,1944591.5
948055.6,1944591.5
948007.6,1944596.2
947906.6,1944604.7
947906.6,1944604.7
947706.5,1944625.6
947600.5,1944642
947600.5,1944642
947479.5,1944659.4
947435.4,1944667.2
947363.3,1944686.8
947350.3,1944692.7
947350.3,1944692.7
947322.2,1944709.6
947298.1,1944730.4
947192.5,1944850.8
947192.5,1944850.8
947078.9,1944973.2
946995.5,1945062.7
946995.5,1945062.7
946813.4,1945273.6
946804.4,1945281.6
946791.4,1945288.5
946780.4,1945287.5
946767.4,1945281.4
946681.8,1945225
946659.9,1945204.9
946659.9,1945204.9
946635.1,1945171.7
946602.2,1945136.6
946561.4,1945109.4
946561.4,1945109.4
946439.9,1945032.8
946439.9,1945032.8
946419.9,1945020.7
946410.9,1945030.6
946415.7,1945060.6
946423.6,1945077.7
946459.4,1945300.8
946475.4,1945314.8
946478.2,1945343.8
946479.1,1945366.8
946471.6,1945451.8
946462.4,1945499.7
946458.2,1945527.7
946447.2,1945537.6
946433.2,1945540.5
946416.2,1945535.4
946301.6,1945465.9
946247.2,1945557.5
946235.1,1945560.5
946218.2,1945553.4
946208.2,1945544.3
946206.3,1945533.3
946215.4,1945510.4
946215.4,1945510.4
946237.6,1945479.5
946252.6,1945478.6
946268.5,1945482.7
946277.6,1945477.7
946288.7,1945457.8
946296.7,1945446.8
946306.7,1945445.9
946322.7,1945452
946479.1,1945541.8
946479.1,1945541.8
946509.1,1945558.9
946530.1,1945550
946558.2,1945525.2
946657.8,1945412.8
946789.6,1945249.5
946789.6,1945249.5
946903.2,1945122.2
947031.9,1944983.9
947031.9,1944983.9
947108.3,1944902.3
947108.3,1944902.3
947171.6,1944835.7
947203.8,1944802.9
947203.8,1944802.9
947297.3,1944706.4
947312.3,1944694.5
947332.4,1944681.6
947343.4,1944676.7
947343.4,1944676.7
947367.5,1944666.8
947426.5,1944651.1
947443.5,1944652.2
947455.5,1944658.3
947468.4,1944672.3
947479.3,1944689.4
947484.3,1944694.4
947491.2,1944699.5
947502.2,1944702.5
947571.2,1944699.9
947571.2,1944699.9
947690.2,1944696.5
947924.1,1944689.8
948083.1,1944683.6
948083.1,1944683.6
948297,1944680.7
948443,1944674.5
948443,1944674.5
948622,1944668.5
948709.9,1944666.9
