"x","y"
969257.8,1943860.1
969218.5,1943918.9
969186.2,1943965.7
969161.1,1944001.5
969117.8,1944049.3
969076.6,1944092.1
969046.5,1944117.9
969046.5,1944117.9
968969.2,1944184.5
968891.8,1944254
968891.8,1944254
968838.6,1944302.7
968681.9,1944441.8
968557.4,1944551.2
968557.4,1944551.2
968480,1944622.7
968314.3,1944766.8
968288.2,1944792.6
968194.8,1944873.1
968194.8,1944873.1
968129.5,1944936.8
968082.3,1944964.5
968061.3,1944973.4
968048.3,1944977.3
968033.3,1944977.2
968020.3,1944972.2
968011.4,1944962.1
967991.7,1944894
967991.7,1944894
967963.2,1944806.9
967926.6,1944727.7
967877,1944659.5
967807.4,1944586.2
967807.4,1944586.2
967675.2,1944452.5
967645.2,1944449.4
967565,1944503.9
967565,1944503.9
967389.4,1944620.9
967182.6,1944793.8
966980.7,1944964.7
966980.7,1944964.7
966854.2,1945066.9
966822.1,1945087.8
966768,1945124.5
966675.7,1945186
966650.5,1945207.8
966556.3,1945256.3
966556.3,1945256.3
966293.7,1945388.9
966159.4,1945458.1
966136.4,1945457
966114.5,1945447.9
966099.6,1945429.8
966019.5,1945264.4
966019.5,1945264.4
965979.9,1945183.3
965930.4,1945105
965894.6,1945055.9
965873.8,1945032.8
965873.8,1945032.8
965860.8,1945017.7
965842,1944998.6
965798.2,1944961.4
965766.3,1944935.2
965716.5,1944903
965685.6,1944883.8
965663.7,1944873.7
965663.7,1944873.7
965554.9,1944829.1
965519.8,1944852.9
965470.5,1944923.7
965386.9,1945046.2
965163.4,1945345.9
965163.4,1945345.9
964939.8,1945660.6
964841.9,1945829
964809.7,1945876.8
964739.1,1945996.4
964710.9,1946028.2
964685.8,1946051.1
964652.7,1946069.9
964608.7,1946074.7
964563.8,1946058.4
964430,1946022.8
964430,1946022.8
964345.2,1945998.3
964309.2,1945989.1
964242.3,1945977.8
964034.5,1945953.7
964003.6,1945933.5
963988.8,1945907.5
963983.9,1945879.4
963999.2,1945823.5
963999.2,1945823.5
964017.5,1945762.7
964009.7,1945726.6
963933.4,1945616.3
963933.4,1945616.3
963847,1945492.8
963840.1,1945473.8
963838.2,1945457.8
963842.3,1945441.8
963854.4,1945427.9
963865.4,1945419
963917.5,1945408.3
963956.5,1945404.5
963994.5,1945396.7
963994.5,1945396.7
964279.7,1945340.2
964380.8,1945321.7
964388.8,1945315.8
964393.8,1945306.8
964381.8,1945125.8
964381.8,1945125.8
964366.9,1944915.8
964365,1944906.8
964350,1944893.7
964306,1944895.5
964265,1944898.3
964221,1944904
964180,1944909.8
964180,1944909.8
964099.9,1944927.4
964053.9,1944940.1
964004.8,1944955.9
963977.8,1944965.7
963758.4,1945044.5
963758.4,1945044.5
963335.8,1945197.3
963335.8,1945197.3
963046.3,1945302.7
963046.3,1945302.7
962870,1945367.7
962862,1945374.7
962854,1945387.6
962836.5,1945478.5
