"x","y"
956942,1962727
956944.1,1962720
956947.1,1962718
956954.1,1962718
956980,1962724.2
956998,1962727.3
957003.1,1962716.3
957003.1,1962716.3
957020.2,1962680.4
957038.5,1962638.5
957056.7,1962595.6
957073.1,1962514.7
957087.5,1962447.8
957087.5,1962447.8
957101.8,1962383.9
957110,1962341
957114.1,1962316
957115.2,1962298
957112.4,1962274
957108.5,1962252
957108.5,1962252
957105.6,1962233
957078.5,1962070.9
957061.9,1961988.9
957042.5,1961881.8
957042.5,1961881.8
957021.2,1961750.7
956998.8,1961631.7
956995,1961605.7
956991.2,1961557.7
956992.3,1961533.7
956995.5,1961495.7
957000.7,1961466.7
957009.8,1961439.8
957009.8,1961439.8
957053.5,1961314.1
957091,1961212.3
957109.2,1961169.4
957109.2,1961169.4
957147.8,1961063.7
957165,1961013.8
957219.8,1960863.1
957262.5,1960734.4
957262.5,1960734.4
957269.6,1960713.4
957280.8,1960670.5
957308.5,1960552.7
957313.6,1960523.7
957356.5,1960345
957356.5,1960345
957365.8,1960294.1
957375.1,1960239.2
957385.3,1960001.3
957397.5,1959791.5
957397.5,1959791.5
957409.3,1959637.6
957420.1,1959486.7
957426.5,1959401.8
957426.5,1959401.8
957435.2,1959269.8
957450.4,1959049
957450.4,1959049
957464.7,1958800.2
957474.4,1958675.3
957482.7,1958609.3
957487,1958554.4
957487,1958554.4
957491.3,1958505.4
957496.5,1958464.5
957501.7,1958420.5
957504.8,1958399.5
957508.9,1958384.6
957528.1,1958345.7
957550.3,1958312.8
957550.3,1958312.8
957631.8,1958201.3
957645.9,1958179.4
957659.1,1958154.4
957664.2,1958138.5
957664.2,1958138.5
957666.2,1958130.5
957699.9,1957994.7
957705.1,1957963.8
957718.3,1957914.8
957713.3,1957909.8
957701.3,1957913.8
957658.3,1957924.5
957596.2,1957939.2
957541.2,1957948.9
957541.2,1957948.9
957520.2,1957951.8
957426.2,1957958.3
957293.2,1957970.6
957293.2,1957970.6
957105.2,1957986.6
957027.2,1957991.1
957027.2,1957991.1
957002.2,1957994
956978.2,1957991.9
956948.2,1957985.7
956915.3,1957975.6
956826.6,1957927.1
956826.6,1957927.1
956775.7,1957899.8
956737.9,1957881.6
956690,1957850.4
956664.2,1957830.3
956642.3,1957803.2
956627.4,1957779.1
956617.6,1957750
956610.8,1957716
956610.9,1957687
956611,1957666.1
956615.2,1957632.1
956624.4,1957595.2
956644.8,1957513.3
956644.8,1957513.3
956646.9,1957505.3
956648,1957481.3
956630,1957290.3
956625.2,1957266.3
956619.2,1957251.2
956610.3,1957238.2
956570.5,1957201
956541.7,1957177.9
956530.7,1957170.8
956488.8,1957155.6
956488.8,1957155.6
956451.9,1957142.4
956407,1957124.2
956380.1,1957113
956365.1,1957102.9
956358.2,1957095.9
956352.2,1957091.9
956345.2,1957090.8
956326.2,1957093.7
956277.2,1957098.5
956257.2,1957099.4
956257.2,1957099.4
956230.2,1957102.2
956207.2,1957100.1
956198.2,1957098.1
956179.2,1957095
956144.3,1957089.8
956119.3,1957083.7
956100.4,1957076.6
956088.4,1957073.5
956079.4,1957066.4
956069.5,1957054.4
956056.6,1957035.3
956046.7,1957025.3
956033.7,1957018.2
955958.8,1957004.8
955884.9,1956989.4
955870.9,1956987.4
955832,1956981.2
955815,1956974.1
955815,1956974.1
955808,1956970
955795.1,1956960
955783.2,1956943.9
955777.3,1956926.9
955775.3,1956913.9
955778.4,1956894.9
955791.7,1956853
955800.8,1956823
955812,1956788.1
955818.1,1956775.2
955823.1,1956765.2
955828.2,1956755.2
955830.2,1956746.2
955830.3,1956738.2
955830.3,1956738.2
955829.3,1956724.2
955826.4,1956721.2
955821.4,1956719.2
955780.3,1956737
955687.1,1956774.5
955577.9,1956824.9
955528.8,1956853.6
955444.5,1956908.1
955425.4,1956920
955421.3,1956942
955418.3,1956951
955405.2,1956961.9
955393.2,1956965.8
955382.2,1956966.8
955382.2,1956966.8
955370.2,1956964.7
955354.2,1956964.6
955350.2,1956966.6
955302.1,1956992.3
955256,1957019.1
955231.9,1957032
955208.9,1957041.8
955179.8,1957051.7
955163.8,1957051.6
955146.9,1957050.5
955134.9,1957044.4
955127.9,1957035.4
955125,1957021.4
955131.1,1957005.4
955145.2,1956991.5
955164.2,1956990.6
955192.1,1956995.8
955221.1,1956996.9
955234.1,1956992
955315.3,1956947.4
955344.4,1956933.6
955344.4,1956933.6
955384.5,1956914.8
955457.7,1956870.2
955506.9,1956838.5
955570,1956798.8
955728.4,1956727.7
955779.4,1956707
955805.5,1956698.1
955822.5,1956700.2
955833.4,1956703.3
955840.4,1956712.3
955842.2,1956745.3
955842.2,1956745.3
955841.1,1956759.3
955839.1,1956767.3
955830,1956786.2
955817.9,1956807.1
955814.8,1956817.1
955802.7,1956849.1
955794.5,1956876
955787.4,1956899
955785.3,1956915.9
955792.2,1956938
955798.2,1956947
955807.1,1956956
955815.1,1956962.1
955821.1,1956966.1
955821.1,1956966.1
955835,1956971.2
955851,1956976.3
955868,1956973.4
955927.9,1956986.7
955972.8,1956994.9
956034.8,1957002.2
956057.7,1957012.3
956064.7,1957017.4
956073.6,1957027.4
956083.5,1957044.5
956090.5,1957052.5
956108.4,1957072.6
956148.3,1957079.8
956203.3,1957086.1
956245.3,1957088.3
956245.3,1957088.3
956329.3,1957081.8
956348.2,1957080.9
956364.2,1957084
956381.2,1957090
956391.2,1957094.1
956401.1,1957098.1
956505.9,1957137.7
956505.9,1957137.7
956548.7,1957161.9
956579.6,1957188.1
956605.5,1957211.2
956619.4,1957225.3
956627.3,1957234.3
956635.3,1957249.3
956641.2,1957261.4
956644.1,1957273.4
956647,1957292.4
956649.8,1957327.4
956657.4,1957415.4
956662.2,1957454.4
956664,1957482.4
956662.8,1957515.4
956660.8,1957526.4
956659.8,1957530.4
956662.5,1957568.4
956659.5,1957577.3
956659.5,1957577.3
956642.1,1957648.2
956637.9,1957687.2
956636.8,1957706.2
956640.7,1957737.2
956646.6,1957755.2
956656.4,1957777.3
956682.2,1957812.4
956693.2,1957815.4
956780.9,1957866.9
956818.8,1957889.1
956868.6,1957916.3
956868.6,1957916.3
956899.5,1957933.5
956929.4,1957947.6
956952.4,1957957.8
956983.3,1957966.9
957009.3,1957969.1
957055.3,1957969.3
957055.3,1957969.3
957302.3,1957949.6
957302.3,1957949.6
957390.3,1957941.1
957491.3,1957933.6
957491.3,1957933.6
957523.3,1957931.8
957576.3,1957922.1
957654.4,1957905.5
957696.4,1957894.7
957712.4,1957896.8
957724.4,1957902.9
957729.3,1957909.9
957731.3,1957919.9
957730.2,1957933.9
957709.8,1958020.8
957692.3,1958112.6
957692.3,1958112.6
957689.2,1958128.6
957675,1958173.5
