"x","y"
944807.5,1953694.8
944842.3,1953742
944871,1953785.1
944871,1953785.1
944875,1953792.1
944873.9,1953800.1
944867.9,1953808.1
944856.9,1953811
944630.9,1953816.8
944590,1953815.6
944565,1953807.5
944548.1,1953791.4
944548.1,1953791.4
944496.4,1953747.2
944456.5,1953723
944425.6,1953711.8
944408.6,1953709.7
944394.6,1953714.6
944366.5,1953731.5
944342.4,1953747.3
944299.4,1953751.1
944280.4,1953749
944221.6,1953731.7
944172.7,1953713.5
944172.7,1953713.5
944094.9,1953666.1
944064,1953650.9
944027.1,1953636.7
944011.1,1953635.6
943992.1,1953642.5
943959,1953666.3
943932.9,1953687.2
943900.7,1953725
943865.6,1953745.8
943846.6,1953751.7
943846.6,1953751.7
943700.4,1953795.9
943676.4,1953800.8
943676.4,1953800.8
943631.4,1953796.5
943596.5,1953788.4
943558.6,1953773.2
943524.7,1953756
943524.7,1953756
943494.8,1953738.8
943430.6,1953771.5
943396.6,1953785.3
943315.4,1953824.9
943285.3,1953841.7
943285.3,1953841.7
943260.2,1953860.6
943244.1,1953878.5
943209.7,1953962.2
943186.3,1954035.1
943184.3,1954048.1
943183.7,1954150
943186.5,1954187
943186.5,1954187
943192.2,1954257
943216.8,1954313.2
943313.2,1954434.6
943313.2,1954434.6
943353.9,1954478.8
943524.7,1954690.6
943524.7,1954690.6
943540.6,1954708.7
943569.4,1954756.8
943577.2,1954779.9
943582,1954816.9
943588.9,1954835.9
943588.9,1954835.9
943609.7,1954871
943621.7,1954883.1
943656.4,1954923.2
943706.1,1954974.5
943736.9,1955009.6
943810.6,1955071
943836.4,1955106.1
943861.2,1955134.3
943881.2,1955147.4
943900.1,1955152.5
943907.2,1955145.5
943918.2,1955143.6
943927.1,1955148.6
943930.1,1955157.6
943928,1955167.6
943922,1955173.6
943954.4,1955278.7
943963.3,1955298.7
943963.3,1955298.7
943975.2,1955317.8
943998,1955349.9
944120.1,1955515.5
944143.9,1955553.6
944148.7,1955588.6
944147.6,1955614.6
944139.4,1955640.5
944039.6,1955810.9
944039.6,1955810.9
944037.5,1955816.9
944030.6,1955812.9
944132.5,1955637.5
944140.6,1955615.6
944142.7,1955589.6
944136.9,1955556.6
944116.1,1955522.5
943981.1,1955337.8
943969.2,1955320.8
943969.2,1955320.8
943946.4,1955279.7
943913,1955174.5
943904,1955169.5
943899.1,1955160.4
943900.1,1955152.5
943907.2,1955145.5
943918.2,1955143.6
943927.1,1955148.6
943933.2,1955143.6
943955.2,1955137.8
943955.2,1955137.8
944029.3,1955102.2
944289.8,1954997.6
944289.8,1954997.6
944336.9,1954978.8
944363.9,1954973
944398.9,1954971.2
944484.8,1954986.6
944587.7,1954992.2
944613.7,1954989.3
944613.7,1954989.3
944656.7,1954982.5
944699.8,1954970.8
944787,1954934.2
944828,1954928.5
944845,1954923.6
944861,1954913.7
944870.1,1954893.7
944870.1,1954893.7
944880.3,1954860.8
944897.5,1954822.9
944937.9,1954753.1
944960,1954728.2
944992.1,1954695.4
944992.2,1954690.4
944977.3,1954671.4
944977.3,1954671.4
944955.5,1954625.3
944946.6,1954605.2
944941.9,1954560.2
944933.8,1954392.2
944930.4,1954278.3
944931.5,1954259.3
944937.6,1954240.3
944947.6,1954231.4
944976.7,1954217.5
944976.7,1954217.5
944997.7,1954207.6
945042.8,1954196.9
945059.8,1954191
945092.9,1954175.2
945137,1954148.4
945227.3,1954084.9
945286.5,1954039.2
945286.5,1954039.2
945391.9,1953960.8
945426,1953941
945456,1953943.2
945479.9,1953954.3
945719.6,1954171.5
945719.6,1954171.5
945787.3,1954231.8
945891.8,1954326.3
945917.7,1954330.5
946017.2,1954227
946017.2,1954227
946137.9,1954096.7
946420.6,1953946.3
946420.6,1953946.3
946488.8,1953906.7
947068.9,1953464.9
947068.9,1953464.9
947110.1,1953428.2
947297.1,1953216.2
947308.2,1953208.3
947318.2,1953207.3
947330.1,1953210.4
947345.1,1953227.5
947442.3,1953352.9
947442.3,1953352.9
947603.3,1953540.7
947610.3,1953541.8
947792,1953392.8
947860.3,1953332.2
947861.3,1953326.2
947809.7,1953260.9
947736.2,1953173.6
947736.2,1953173.6
947620,1953036
947620,1953036
947553.4,1952958.7
947537.4,1952956.6
947473.1,1953029.2
947473.1,1953029.2
947144.2,1953407.3
947144.2,1953407.3
947117,1953437.2
947076.8,1953473
946495.7,1953914.7
946495.7,1953914.7
946425.5,1953955.3
946145.8,1954105.8
946081.5,1954173.4
946081.5,1954173.4
945926.7,1954337.5
945906.6,1954358.4
945883.6,1954359.3
945866.6,1954352.2
945753.2,1954249.6
945726.3,1954240.5
945676.6,1954193.3
945676.6,1954193.3
945494.5,1954025.4
945440.8,1953978.1
945426.8,1953975
945414.8,1953981.9
945244.2,1954108
945160.9,1954168.5
945160.9,1954168.5
945108.7,1954200.2
945079.7,1954214.1
945049.6,1954225.9
945017.6,1954229.7
944984.6,1954228.6
944984.6,1954228.6
944957.6,1954238.4
944946.5,1954245.4
944941.4,1954268.3
944944.8,1954392.3
944952.9,1954558.3
944956.7,1954600.3
944960.6,1954617.3
944983.3,1954661.4
944983.3,1954661.4
945003.2,1954687.5
945003.1,1954696.5
944999.1,1954705.5
944967.9,1954735.3
944945.8,1954761.2
944908.5,1954825.9
944890.3,1954864.8
944880.1,1954900.8
944880.1,1954900.8
944870,1954923.7
944847.9,1954933.6
944827.9,1954938.5
944786.9,1954946.2
944703.7,1954980.8
944655.7,1954994.5
944587.7,1954999.2
944587.7,1954999.2
944484.7,1954993.6
944395.9,1954978.2
944365.9,1954979
944337.8,1954985.8
944216.6,1955035.2
944216.6,1955035.2
944032.3,1955109.2
943963.2,1955141.8
943963.2,1955141.8
943934.1,1955151.6
943930.1,1955157.6
943928,1955167.6
943922,1955173.6
943956.4,1955284.7
943956.4,1955284.7
943975.2,1955317.8
943998,1955349.9
944120.1,1955515.5
944143.9,1955553.6
944148.7,1955588.6
944147.6,1955614.6
944139.4,1955640.5
944037.5,1955816.9
944030.6,1955812.9
944035.6,1955803.9
944035.6,1955803.9
944132.5,1955637.5
944140.6,1955615.6
944142.7,1955589.6
944136.9,1955556.6
944116.1,1955522.5
943975.2,1955330.8
943975.2,1955330.8
943946.4,1955279.7
943913,1955174.5
943904,1955169.5
943899.1,1955160.4
943877.1,1955152.3
943856.2,1955138.2
943832.4,1955112.1
943803.6,1955074
943729.9,1955013.6
943699.1,1954978.5
943651.4,1954927.2
943617.6,1954889.1
943603.7,1954875
943582.9,1954840.9
943582.9,1954840.9
