weekday,time,sudo,household,pur,trip,gender,ln_dis,ln_time
1,1,0,4,7,1,0,2.772588722,3.218875825
1,0,0,4,11,1,1,1.609437912,1.945910149
1,1,0,4,5,1,1,3.258096538,3.555348061
1,1,0,3,5,1,0,0.693147181,1.609437912
1,0,0,2,5,1,1,2.48490665,2.995732274
1,0,0,6,3,1,0,3.044522438,2.995732274
1,1,0,5,5,1,0,1.945910149,3.496507561
1,1,0,5,5,1,1,2.708050201,3.912023005
1,1,1,4,5,1,0,2.079441542,2.708050201
1,1,0,2,1,1,1,1.945910149,2.995732274
1,1,1,4,5,1,1,1.609437912,2.995732274
1,0,0,4,1,1,1,2.302585093,3.401197382
1,1,0,4,1,1,1,2.397895273,2.995732274
1,1,0,4,10,1,0,2.079441542,2.079441542
1,1,1,4,1,1,1,2.63905733,3.36729583
1,0,0,2,10,1,0,0.693147181,2.079441542
1,1,0,4,5,1,0,2.833213344,4.394449155
1,0,0,4,6,1,1,1.791759469,1.945910149
1,0,0,4,10,1,1,1.945910149,2.833213344
1,0,0,3,0,0,0,0,0
1,0,0,2,0,0,1,0,0
1,0,0,6,5,1,0,1.098612289,1.609437912
1,1,0,5,1,1,0,1.945910149,3.218875825
1,1,0,5,1,1,1,2.708050201,3.401197382
0,0,1,4,0,0,0,0,0
1,1,0,2,10,1,1,1.945910149,3.044522438
1,0,1,4,1,1,1,1.609437912,2.708050201
1,0,0,4,4,1,1,1.945910149,2.995732274
1,1,0,4,5,1,1,2.397895273,3.218875825
1,0,0,4,7,1,0,2.708050201,2.995732274
1,0,1,4,5,1,1,2.833213344,2.833213344
1,0,0,2,11,1,0,0,1.609437912
1,1,0,4,7,1,0,2.772588722,3.401197382
1,1,0,4,5,1,1,3.17805383,2.995732274
1,0,0,4,5,1,1,1.945910149,2.708050201
1,0,0,3,0,0,0,0,0
0,0,0,2,0,0,1,0,0
1,1,0,6,7,1,0,1.386294361,2.48490665
1,1,0,5,5,1,0,1.945910149,3.583518938
1,1,0,5,5,1,1,2.772588722,3.912023005
0,0,1,4,10,1,0,2.302585093,2.995732274
1,0,0,2,5,1,1,2.079441542,2.995732274
1,1,1,4,5,1,1,2.708050201,3.401197382
1,0,0,4,6,1,1,2.079441542,2.708050201
1,1,0,4,1,1,1,2.397895273,2.708050201
1,1,0,4,5,1,0,2.772588722,3.401197382
1,1,1,4,1,1,1,2.63905733,2.772588722
1,0,0,2,5,1,0,0,2.079441542
1,1,0,4,5,1,0,2.890371758,2.890371758
1,1,0,4,1,1,1,2.772588722,2.708050201
1,1,0,4,1,1,1,3.258096538,3.555348061
1,1,0,3,11,1,0,1.386294361,2.708050201
0,0,0,2,10,1,1,3.36729583,3.688879454
1,0,0,6,7,1,0,1.386294361,2.564949357
1,1,0,5,1,1,0,1.945910149,3.295836866
0,1,0,5,1,1,1,2.708050201,3.135494216
0,0,1,4,5,1,0,2.302585093,2.995732274
1,1,0,2,1,1,1,1.945910149,3.044522438
1,0,1,4,1,1,1,1.609437912,2.708050201
1,0,0,4,5,1,1,2.079441542,2.995732274
1,1,0,4,10,1,1,1.609437912,2.302585093
1,0,0,4,0,0,0,0,0
1,1,1,4,5,1,1,2.890371758,3.401197382
0,0,0,2,0,0,0,0,0
0,0,0,4,10,1,0,4.234106505,4.394449155
1,1,0,4,5,1,1,2.772588722,2.708050201
1,1,0,4,5,1,1,3.258096538,3.496507561
1,0,0,3,10,1,0,1.098612289,2.302585093
0,0,0,2,5,1,1,3.36729583,3.555348061
1,0,0,6,4,1,0,0.693147181,2.397895273
1,1,0,5,5,1,0,1.945910149,3.583518938
0,1,0,5,5,1,1,2.708050201,3.912023005
0,0,1,4,8,1,0,2.302585093,3.218875825
1,1,0,2,5,1,1,1.945910149,2.995732274
1,1,1,4,5,1,1,1.609437912,2.302585093
1,0,0,4,1,1,1,2.197224577,2.995732274
1,0,0,4,5,1,1,1.791759469,2.995732274
0,0,0,4,10,1,0,4.127134385,4.007333185
0,1,1,4,1,1,1,2.833213344,3.135494216
0,0,0,2,0,0,0,0,0
0,1,0,4,5,1,0,4.248495242,4.418840608
1,1,0,4,1,1,1,2.63905733,2.708050201
1,1,0,4,1,1,1,3.258096538,3.496507561
1,0,0,3,5,1,0,1.791759469,2.708050201
1,0,0,6,4,1,0,0.693147181,1.386294361
0,1,0,5,1,1,0,1.945910149,3.135494216
0,1,0,5,7,1,1,2.079441542,3.401197382
0,1,1,4,5,1,0,2.302585093,3.401197382
0,1,0,2,1,1,1,1.945910149,2.944438979
0,0,1,4,1,1,1,1.609437912,2.995732274
1,0,0,4,5,1,1,2.197224577,2.995732274
1,1,0,4,1,1,1,2.302585093,2.995732274
0,1,0,4,10,1,0,2.564949357,2.995732274
0,0,1,4,5,1,1,2.708050201,2.995732274
0,0,0,4,0,0,0,0,0
1,1,0,4,5,1,1,2.564949357,2.833213344
1,1,0,4,5,1,1,3.258096538,3.555348061
0,0,0,3,10,1,0,1.945910149,3.295836866
1,0,0,6,5,1,0,1.098612289,2.079441542
0,0,0,5,5,1,0,1.945910149,3.583518938
0,0,0,5,5,1,1,2.079441542,3.401197382
0,1,0,2,5,1,1,1.945910149,2.197224577
0,1,1,4,5,1,1,1.609437912,2.708050201
1,0,0,4,1,1,1,2.197224577,2.995732274
1,1,0,4,11,1,1,1.386294361,2.302585093
0,0,0,4,10,1,0,4.127134385,3.80666249
0,0,1,4,8,1,1,1.945910149,2.708050201
0,0,0,4,8,1,1,1.791759469,1.945910149
0,0,0,4,9,1,1,3.610917913,3.80666249
0,0,0,3,5,1,0,2.079441542,2.772588722
1,0,0,6,4,1,0,0.693147181,2.397895273
0,0,0,5,0,0,0,0,0
1,0,0,5,8,1,1,2.48490665,3.688879454
0,0,0,2,0,0,1,0,0
0,0,1,4,0,0,1,0,0
1,0,0,4,5,1,1,2.197224577,2.995732274
1,0,0,4,5,1,1,2.397895273,2.995732274
0,0,0,4,10,1,0,2.48490665,2.995732274
0,0,1,4,5,1,1,2.48490665,2.708050201
0,0,0,4,5,1,1,1.609437912,1.945910149
0,0,0,4,5,1,1,3.610917913,3.688879454
0,0,0,3,8,1,0,0.693147181,1.386294361
1,0,0,6,4,1,0,0.693147181,2.302585093
1,1,0,5,1,1,0,1.945910149,3.218875825
1,0,0,5,5,1,1,2.48490665,3.688879454
0,0,0,4,1,1,1,2.197224577,2.995732274
0,1,0,4,1,1,1,2.302585093,2.995732274
0,1,0,4,5,1,0,4.394449155,4.605170186
0,0,0,4,10,1,1,2.772588722,2.302585093
0,0,0,4,8,1,1,1.791759469,2.890371758
0,1,0,3,5,1,0,1.098612289,1.609437912
1,1,0,6,4,1,0,1.791759469,3.295836866
1,1,0,5,5,1,0,1.945910149,3.610917913
0,0,0,4,5,1,1,2.197224577,2.708050201
0,0,0,4,10,1,1,3.891820298,4.094344562
0,0,0,4,5,1,1,2.079441542,2.708050201
0,1,0,4,5,1,1,2.197224577,2.833213344
0,0,0,3,0,0,0,0,0
1,1,0,6,5,1,0,1.098612289,2.302585093
0,0,0,4,0,0,1,0,0
0,1,0,4,5,1,1,3.951243719,4.094344562
1,1,0,6,7,1,0,0,1.609437912
0,0,0,4,10,1,1,2.197224577,2.995732274
1,1,0,6,7,1,0,1.945910149,2.995732274
0,1,0,4,5,1,1,2.079441542,2.995732274
1,0,0,6,5,1,0,2.48490665,2.995732274
1,0,0,6,7,1,0,0,2.302585093
1,0,0,6,7,1,0,1.609437912,2.708050201
1,0,0,6,4,1,0,0,1.609437912
1,0,0,6,5,1,0,1.386294361,2.48490665
1,0,0,6,7,1,0,3.295836866,3.135494216
1,1,0,6,7,1,0,2.079441542,2.995732274
1,1,0,6,7,1,0,2.944438979,3.761200116
1,0,0,6,8,1,0,2.079441542,3.295836866
1,0,0,6,5,1,0,2.079441542,3.091042453
0,1,0,6,8,1,0,0,1.386294361
0,1,0,6,5,1,0,0,0
0,0,0,6,0,0,0,0,0
1,0,1,4,8,1,0,2.197224577,2.63905733
1,1,0,3,1,1,0,2.197224577,2.564949357
1,1,0,2,1,1,1,2.197224577,3.401197382
1,1,1,1,1,1,1,1.386294361,2.708050201
1,1,0,1,1,1,0,0.693147181,2.708050201
1,1,0,4,1,1,0,2.397895273,2.995732274
1,1,0,2,1,1,0,1.609437912,3.091042453
1,1,1,4,1,1,0,3.218875825,3.737669618
1,1,0,2,1,1,0,1.098612289,2.48490665
1,0,0,4,8,1,0,2.564949357,2.944438979
1,1,0,4,1,1,1,2.397895273,2.48490665
1,1,0,4,1,1,0,1.945910149,2.995732274
1,1,0,4,10,1,1,2.079441542,2.302585093
1,1,0,3,1,1,0,2.564949357,3.988984047
1,1,0,3,1,1,1,3.33220451,3.688879454
1,1,0,1,1,1,1,0,1.609437912
1,0,1,4,5,1,0,2.079441542,2.708050201
1,0,0,3,5,1,0,2.197224577,2.708050201
1,1,0,2,5,1,1,2.197224577,3.555348061
1,0,1,1,5,1,1,1.386294361,2.995732274
1,0,0,1,4,1,0,1.791759469,3.401197382
1,0,0,4,5,1,0,2.302585093,3.218875825
1,0,0,2,5,1,0,1.609437912,3.091042453
1,1,1,4,5,1,0,2.708050201,3.688879454
1,0,0,2,5,1,0,1.386294361,2.302585093
1,1,0,4,5,1,0,2.564949357,2.995732274
1,1,0,4,5,1,1,2.197224577,2.48490665
1,0,0,4,5,1,0,1.791759469,2.708050201
1,0,0,4,5,1,1,2.079441542,2.302585093
1,1,0,3,7,1,0,2.079441542,3.135494216
1,1,0,3,5,1,1,3.33220451,3.912023005
1,1,0,1,3,1,1,1.945910149,3.80666249
1,0,1,4,0,0,0,0,0
1,1,0,3,1,1,0,2.197224577,2.772588722
1,1,0,2,1,1,1,2.079441542,3.258096538
1,1,1,1,1,1,1,1.098612289,2.708050201
1,0,0,1,6,1,0,1.791759469,2.995732274
1,1,0,4,1,1,0,2.48490665,2.995732274
1,1,0,2,1,1,0,1.609437912,3.091042453
1,1,1,4,1,1,0,2.890371758,3.688879454
1,1,0,2,1,1,0,1.098612289,2.397895273
1,0,0,4,0,0,0,0,0
1,1,0,4,1,1,1,2.397895273,2.564949357
1,1,0,4,1,1,0,1.791759469,2.890371758
1,0,0,4,10,1,1,2.079441542,2.708050201
1,1,0,3,5,1,0,2.079441542,3.17805383
1,1,0,3,1,1,1,3.33220451,3.80666249
1,0,0,1,5,1,1,1.945910149,2.995732274
1,0,1,4,0,0,0,0,0
1,0,0,3,5,1,0,2.197224577,2.708050201
1,1,0,2,5,1,1,2.197224577,3.555348061
1,0,1,1,4,1,1,1.609437912,2.995732274
1,0,0,1,5,1,0,0.693147181,2.995732274
1,0,0,4,5,1,0,2.48490665,3.218875825
1,1,0,2,5,1,0,1.791759469,3.218875825
1,0,1,4,5,1,0,2.708050201,3.465735903
1,0,0,2,5,1,0,1.098612289,2.079441542
1,0,0,4,10,1,0,3.761200116,3.951243719
1,1,0,4,8,1,1,2.397895273,2.564949357
1,0,0,4,5,1,0,1.791759469,2.995732274
1,0,0,4,5,1,1,2.079441542,2.708050201
1,1,0,3,1,1,0,2.564949357,4.077537444
1,1,0,3,5,1,1,3.33220451,4.248495242
1,1,0,1,1,1,1,0,1.791759469
1,1,1,4,10,1,0,3.044522438,3.401197382
1,1,0,3,1,1,0,2.397895273,2.708050201
1,0,0,2,1,1,1,2.079441542,3.17805383
1,0,1,1,6,1,1,1.609437912,2.708050201
1,1,0,1,1,1,0,1.098612289,1.609437912
1,1,0,4,1,1,0,2.397895273,2.995732274
1,1,0,2,1,1,0,1.609437912,3.258096538
1,1,1,4,1,1,0,2.772588722,3.688879454
1,1,0,2,1,1,0,1.386294361,2.302585093
1,0,0,4,5,1,0,3.761200116,4.007333185
1,1,0,4,5,1,1,1.386294361,1.609437912
1,1,0,4,1,1,0,1.791759469,2.995732274
1,0,0,4,10,1,1,2.079441542,2.302585093
1,1,0,3,5,1,0,2.63905733,4.127134385
1,0,0,3,1,1,1,3.33220451,3.63758616
1,1,0,1,3,1,1,1.945910149,3.433987204
1,0,1,4,5,1,0,2.708050201,3.218875825
1,0,0,3,5,1,0,2.48490665,2.833213344
1,1,0,2,8,1,1,1.945910149,3.044522438
1,0,1,1,5,1,1,1.609437912,2.995732274
1,0,0,1,4,1,0,1.098612289,3.218875825
1,0,0,4,5,1,0,2.48490665,3.218875825
1,1,0,2,5,1,0,1.609437912,3.218875825
1,0,1,4,5,1,0,2.995732274,3.401197382
1,0,0,2,5,1,0,1.386294361,2.197224577
1,0,0,4,10,1,0,2.302585093,2.708050201
1,1,0,4,1,1,1,2.397895273,2.708050201
1,0,0,4,5,1,0,1.791759469,2.995732274
1,0,0,4,5,1,1,2.197224577,2.48490665
1,1,0,3,1,1,0,2.564949357,3.988984047
1,1,0,3,5,1,1,3.33220451,3.688879454
1,0,0,1,5,1,1,2.079441542,2.708050201
1,0,1,4,0,0,0,0,0
1,1,0,3,1,1,0,2.397895273,2.772588722
1,0,0,2,5,1,1,1.791759469,3.433987204
1,1,1,1,1,1,1,1.609437912,2.995732274
1,0,0,1,5,1,0,0.693147181,2.302585093
1,1,0,4,1,1,0,2.302585093,2.995732274
1,1,0,2,1,1,0,1.609437912,3.091042453
1,1,1,4,1,1,0,3.36729583,3.688879454
1,1,0,4,5,1,0,2.397895273,2.302585093
1,1,0,4,5,1,1,2.197224577,2.564949357
1,1,0,4,1,1,0,1.791759469,2.995732274
1,1,0,4,10,1,1,2.079441542,2.708050201
1,1,0,3,5,1,0,2.48490665,4.077537444
1,1,0,3,1,1,1,3.33220451,3.80666249
1,1,0,1,1,1,1,0,1.791759469
0,1,1,4,10,1,0,2.079441542,2.302585093
1,0,0,3,5,1,0,2.397895273,2.944438979
1,0,0,2,1,1,1,2.079441542,3.17805383
1,0,1,1,4,1,1,2.397895273,2.995732274
1,1,0,1,10,1,0,1.098612289,2.708050201
1,0,0,4,5,1,0,2.564949357,3.218875825
1,1,0,2,5,1,0,1.791759469,3.295836866
1,0,1,4,5,1,0,3.091042453,3.555348061
1,0,0,4,10,1,0,4.025351691,3.912023005
1,1,0,4,1,1,1,2.48490665,2.48490665
1,0,0,4,5,1,0,1.791759469,2.302585093
1,0,0,4,5,1,1,2.079441542,2.708050201
1,1,0,3,8,1,0,0.693147181,1.386294361
1,1,0,3,5,1,1,3.33220451,3.912023005
1,1,0,1,5,1,1,0,1.386294361
0,0,1,4,5,1,0,2.302585093,2.302585093
1,1,0,3,1,1,0,2.197224577,2.708050201
1,1,0,2,5,1,1,2.197224577,3.218875825
1,1,1,1,6,1,1,2.708050201,2.995732274
1,0,0,1,4,1,0,1.098612289,2.708050201
1,1,0,4,1,1,0,2.48490665,2.995732274
1,1,0,2,10,1,0,3.555348061,3.80666249
1,1,1,4,1,1,0,3.044522438,3.555348061
1,1,0,2,1,1,0,0.693147181,1.945910149
1,0,0,4,5,1,0,4.007333185,3.970291914
1,1,0,4,5,1,1,2.302585093,2.48490665
1,1,0,4,1,1,0,1.945910149,2.833213344
1,0,0,4,10,1,1,2.48490665,2.708050201
1,0,0,3,5,1,0,1.098612289,1.791759469
1,1,0,3,1,1,1,3.33220451,3.912023005
1,1,0,1,1,1,1,0,1.609437912
0,0,1,4,11,1,0,2.890371758,3.688879454
1,0,0,3,5,1,0,2.197224577,2.564949357
0,1,0,2,10,1,1,2.48490665,3.401197382
1,0,1,1,5,1,1,1.609437912,2.302585093
1,0,0,1,4,1,0,1.386294361,3.218875825
1,1,0,4,10,1,0,1.609437912,2.302585093
1,0,0,2,5,1,0,3.555348061,3.688879454
1,1,1,4,5,1,0,3.36729583,3.555348061
1,0,0,2,5,1,0,1.386294361,2.197224577
0,1,0,4,10,1,0,3.80666249,3.912023005
1,1,0,4,1,1,1,2.397895273,2.48490665
1,0,0,4,5,1,0,1.791759469,2.995732274
1,0,0,4,5,1,1,2.48490665,2.708050201
1,1,0,3,1,1,0,2.564949357,4.043051268
1,1,0,3,5,1,1,3.33220451,3.80666249
1,1,0,1,5,1,1,0,1.791759469
0,0,1,4,5,1,0,2.772588722,3.401197382
0,1,0,3,1,1,0,2.197224577,2.708050201
0,0,0,2,5,1,1,2.48490665,3.688879454
1,1,1,1,1,1,1,1.609437912,2.708050201
1,0,0,1,10,1,0,1.386294361,2.708050201
1,0,0,4,5,1,0,2.302585093,2.995732274
1,1,0,2,1,1,0,2.079441542,2.995732274
0,0,1,4,0,0,0,0,0
1,0,0,2,7,1,0,1.098612289,2.708050201
0,0,0,4,5,1,0,3.828641396,4.007333185
1,1,0,4,5,1,1,2.197224577,2.48490665
0,1,0,4,1,1,0,1.791759469,2.995732274
0,0,0,4,10,1,1,4.33073334,4.094344562
1,1,0,3,5,1,0,2.63905733,4.060443011
0,0,0,3,0,0,1,0,0
1,1,0,1,1,1,1,0,1.609437912
0,0,0,3,5,1,0,2.197224577,2.772588722
0,1,0,2,1,1,1,2.079441542,3.044522438
1,0,1,1,5,1,1,1.609437912,2.397895273
1,0,0,1,4,1,0,0.693147181,1.609437912
0,1,0,4,1,1,0,2.48490665,2.708050201
1,1,0,2,5,1,0,1.791759469,3.555348061
0,0,1,4,0,0,0,0,0
1,0,0,2,4,1,0,1.386294361,2.302585093
0,0,0,4,0,0,0,0,0
0,0,0,4,8,1,1,2.995732274,2.564949357
0,1,0,4,5,1,0,1.791759469,3.218875825
0,1,0,4,10,1,1,2.397895273,3.401197382
1,1,0,3,10,1,0,2.079441542,3.555348061
0,0,0,3,9,1,1,3.401197382,3.688879454
1,1,0,1,5,1,1,0,1.609437912
0,0,0,3,0,0,0,0,0
0,1,0,2,5,1,1,2.197224577,3.555348061
1,1,1,1,1,1,1,1.609437912,2.48490665
1,0,0,1,4,1,0,2.564949357,3.401197382
0,0,0,4,10,1,0,1.609437912,2.708050201
0,0,0,2,7,1,0,3.663561646,3.912023005
1,1,0,2,7,1,0,1.609437912,2.564949357
0,0,0,4,5,1,1,2.995732274,3.218875825
0,0,0,4,1,1,0,1.791759469,2.995732274
0,0,0,4,5,1,1,2.48490665,2.995732274
1,0,0,3,5,1,0,2.197224577,3.091042453
0,0,0,3,5,1,1,3.401197382,3.555348061
0,0,0,1,0,0,1,0,0
1,1,1,1,4,1,1,2.708050201,3.33220451
1,0,0,1,5,1,0,1.098612289,2.302585093
0,1,0,4,5,1,0,1.791759469,2.995732274
0,0,0,2,10,1,0,0,1.609437912
0,0,0,2,5,1,0,3.17805383,3.401197382
0,0,0,4,10,1,1,3.401197382,3.401197382
0,1,0,4,5,1,0,1.791759469,2.995732274
0,1,0,4,9,1,1,3.218875825,3.401197382
1,1,0,3,1,1,0,2.564949357,3.912023005
0,0,0,1,0,0,1,0,0
1,0,1,1,5,1,1,3.401197382,3.401197382
1,0,0,1,0,0,0,0,0
0,0,0,4,0,0,0,0,0
0,0,0,2,5,1,0,2.890371758,3.218875825
0,0,0,2,8,1,0,2.079441542,2.48490665
0,0,0,4,5,1,1,3.433987204,3.401197382
0,0,0,4,10,1,1,3.218875825,3.401197382
1,1,0,3,5,1,0,2.564949357,3.737669618
0,1,1,1,1,1,1,1.609437912,2.197224577
1,0,0,1,1,1,0,1.098612289,2.302585093
0,0,0,2,0,0,0,0,0
0,0,0,2,7,1,0,2.397895273,2.995732274
0,0,0,4,5,1,1,4.33073334,4.094344562
1,1,0,3,8,1,0,1.098612289,1.791759469
0,1,1,1,5,1,1,2.079441542,2.995732274
1,0,0,1,4,1,0,2.079441542,3.401197382
0,0,0,2,1,1,0,1.098612289,2.079441542
1,1,0,3,5,1,0,0.693147181,1.386294361
0,1,1,1,1,1,1,1.791759469,2.397895273
1,1,0,1,10,1,0,1.945910149,3.401197382
0,0,0,2,5,1,0,1.386294361,2.302585093
0,0,0,3,10,1,0,2.079441542,3.295836866
0,1,1,1,5,1,1,2.079441542,3.401197382
1,0,0,1,5,1,0,1.098612289,2.079441542
0,0,0,3,8,1,0,2.302585093,3.258096538
0,1,0,1,10,1,0,0,1.945910149
0,1,0,3,8,1,0,0,1.609437912
0,0,0,1,4,1,0,1.098612289,3.401197382
0,1,0,3,5,1,0,1.098612289,2.708050201
0,0,0,1,10,1,0,0.693147181,2.772588722
0,0,0,3,10,1,0,2.564949357,3.401197382
0,0,0,1,10,1,0,1.098612289,3.218875825
0,1,0,3,8,1,0,1.791759469,2.995732274
0,1,0,1,10,1,0,1.098612289,1.609437912
0,0,0,3,5,1,0,1.945910149,2.944438979
0,1,0,1,5,1,0,1.098612289,2.564949357
0,0,0,3,8,1,0,0.693147181,1.386294361
0,0,0,1,1,1,0,1.386294361,2.890371758
0,0,0,3,5,1,0,0.693147181,1.098612289
0,1,0,1,5,1,0,1.098612289,2.890371758
1,1,1,2,1,1,1,2.079441542,2.995732274
1,0,0,2,1,1,1,2.079441542,3.218875825
1,1,1,3,1,1,1,1.609437912,2.708050201
1,1,0,5,1,1,1,2.197224577,3.401197382
1,1,0,4,1,1,0,2.397895273,2.995732274
1,1,0,4,1,1,1,1.609437912,2.890371758
1,1,1,3,1,1,0,1.791759469,2.995732274
1,1,0,3,1,1,0,2.708050201,3.044522438
1,1,0,4,1,1,1,2.302585093,3.433987204
1,1,0,4,1,1,1,2.079441542,2.302585093
1,1,0,5,1,1,0,1.386294361,2.302585093
1,0,0,2,4,1,0,1.386294361,2.564949357
1,1,0,4,11,1,1,1.386294361,2.302585093
1,0,0,2,4,1,1,0.693147181,2.302585093
1,1,0,1,1,1,1,2.48490665,3.912023005
1,1,0,4,1,1,1,2.833213344,3.401197382
1,0,1,2,5,1,1,2.079441542,2.995732274
1,1,0,2,5,1,1,2.197224577,3.258096538
1,1,1,3,5,1,1,1.609437912,2.708050201
1,0,0,5,4,1,1,2.63905733,3.401197382
1,0,0,4,5,1,0,2.302585093,3.218875825
1,0,0,4,5,1,1,1.609437912,2.995732274
1,1,1,3,5,1,0,1.945910149,3.218875825
1,0,0,3,4,1,0,2.197224577,2.564949357
1,0,0,4,11,1,1,2.079441542,2.833213344
1,1,0,4,5,1,1,2.079441542,2.079441542
1,1,0,5,5,1,0,1.386294361,2.397895273
1,1,0,2,5,1,0,1.609437912,2.708050201
1,1,0,4,1,1,1,1.098612289,2.302585093
1,1,0,2,4,1,1,0.693147181,2.302585093
1,1,0,1,5,1,1,2.48490665,3.80666249
1,1,0,4,5,1,1,2.833213344,3.688879454
1,1,1,2,1,1,1,2.079441542,2.995732274
1,0,0,2,1,1,1,2.197224577,2.995732274
1,1,1,3,1,1,1,1.609437912,2.708050201
1,0,0,5,7,1,1,2.63905733,3.401197382
1,1,0,4,1,1,0,2.48490665,2.995732274
1,1,0,4,1,1,1,1.609437912,2.833213344
1,1,1,3,7,1,0,2.63905733,3.218875825
1,0,0,3,6,1,0,2.197224577,2.63905733
1,0,0,4,6,1,1,1.945910149,2.708050201
1,1,0,4,1,1,1,1.945910149,2.079441542
1,1,0,5,1,1,0,1.386294361,2.48490665
1,0,0,2,4,1,0,1.609437912,2.302585093
1,1,0,4,5,1,1,1.098612289,2.302585093
1,0,0,2,4,1,1,0.693147181,2.302585093
1,1,0,1,1,1,1,2.48490665,3.912023005
1,1,0,4,1,1,1,2.833213344,3.401197382
1,0,1,2,5,1,1,2.079441542,2.995732274
1,1,0,2,5,1,1,2.197224577,2.995732274
1,0,1,3,5,1,1,1.609437912,2.995732274
1,0,0,5,5,1,1,2.708050201,3.912023005
1,0,0,4,5,1,0,2.63905733,3.218875825
1,0,0,4,4,1,1,2.890371758,3.555348061
1,1,1,3,1,1,0,2.397895273,3.17805383
1,1,0,3,5,1,0,2.63905733,2.995732274
1,1,0,4,5,1,1,2.397895273,3.295836866
1,0,0,4,5,1,1,1.945910149,2.079441542
1,1,0,5,5,1,0,1.386294361,2.833213344
1,1,0,2,8,1,0,0.693147181,1.945910149
1,1,0,4,1,1,1,1.098612289,2.302585093
1,0,0,2,4,1,1,2.302585093,3.218875825
1,1,0,1,5,1,1,2.48490665,3.80666249
1,1,0,4,5,1,1,2.833213344,3.912023005
1,1,1,2,1,1,1,2.079441542,2.995732274
1,0,0,2,1,1,1,2.197224577,3.135494216
1,1,1,3,1,1,1,2.079441542,2.708050201
1,1,0,5,7,1,1,2.564949357,3.401197382
1,1,0,4,1,1,0,2.48490665,2.708050201
1,1,0,4,5,1,1,2.995732274,3.688879454
1,1,1,3,5,1,0,2.772588722,2.833213344
1,1,0,3,1,1,0,2.63905733,3.135494216
1,1,0,4,1,1,1,2.302585093,3.33220451
1,1,0,4,1,1,1,2.079441542,2.079441542
1,1,0,5,1,1,0,1.386294361,2.564949357
1,1,0,2,5,1,0,1.098612289,2.079441542
1,1,0,4,5,1,1,1.098612289,2.708050201
1,0,0,2,4,1,1,0,2.302585093
1,0,0,1,1,1,1,2.48490665,3.555348061
1,1,0,4,1,1,1,2.833213344,3.401197382
1,0,1,2,5,1,1,2.079441542,2.995732274
1,1,0,2,5,1,1,2.197224577,3.258096538
1,1,1,3,5,1,1,2.772588722,4.17438727
1,1,0,5,1,1,1,2.564949357,3.688879454
1,0,0,4,11,1,0,0.693147181,1.609437912
1,1,0,4,1,1,1,1.609437912,2.890371758
1,1,1,3,1,1,0,2.708050201,3.044522438
1,1,0,3,4,1,0,2.708050201,2.564949357
1,1,0,4,10,1,1,2.302585093,3.17805383
1,1,0,4,5,1,1,2.079441542,1.945910149
1,1,0,5,5,1,0,1.386294361,2.708050201
1,0,0,2,4,1,0,1.609437912,2.079441542
1,1,0,4,1,1,1,1.098612289,2.302585093
1,1,0,2,4,1,1,0.693147181,1.609437912
1,0,0,1,5,1,1,2.48490665,3.555348061
1,0,0,4,5,1,1,2.833213344,3.401197382
1,1,1,2,1,1,1,2.079441542,2.995732274
1,0,0,2,1,1,1,2.197224577,3.218875825
1,1,1,3,1,1,1,2.772588722,3.828641396
1,0,0,5,7,1,1,2.63905733,3.401197382
1,0,0,4,6,1,0,0.693147181,1.609437912
1,1,0,4,4,1,1,2.48490665,3.091042453
1,1,1,3,5,1,0,2.63905733,3.218875825
1,1,0,3,7,1,0,1.386294361,2.995732274
1,0,0,4,5,1,1,1.945910149,2.890371758
1,1,0,4,1,1,1,2.079441542,2.079441542
1,1,0,5,1,1,0,1.386294361,2.564949357
1,1,0,2,8,1,0,1.098612289,1.609437912
1,1,0,4,5,1,1,1.098612289,2.302585093
1,0,0,2,4,1,1,0.693147181,1.791759469
1,0,0,1,1,1,1,2.48490665,3.555348061
1,1,0,4,1,1,1,2.833213344,3.465735903
1,0,1,2,5,1,1,1.791759469,2.995732274
1,1,0,2,5,1,1,2.197224577,3.583518938
1,1,1,3,5,1,1,1.098612289,2.48490665
1,0,0,5,5,1,1,2.63905733,3.912023005
1,0,0,4,5,1,0,2.397895273,3.218875825
1,0,0,4,6,1,1,2.48490665,3.091042453
1,1,1,3,1,1,0,2.772588722,3.218875825
1,0,0,3,7,1,0,1.386294361,2.772588722
1,1,0,4,1,1,1,2.397895273,3.135494216
1,0,0,4,5,1,1,2.079441542,1.945910149
1,1,0,5,5,1,0,1.386294361,2.708050201
1,1,0,2,4,1,0,1.945910149,2.564949357
1,1,0,4,1,1,1,1.098612289,2.302585093
1,0,0,2,5,1,1,0.693147181,2.302585093
1,0,0,1,5,1,1,2.48490665,3.555348061
1,1,0,4,5,1,1,2.890371758,3.688879454
1,1,1,2,1,1,1,1.791759469,2.995732274
1,0,0,2,1,1,1,2.197224577,3.555348061
1,1,1,3,1,1,1,1.609437912,3.091042453
1,1,0,5,7,1,1,2.564949357,3.688879454
1,1,0,4,1,1,0,2.397895273,2.995732274
1,1,0,4,4,1,1,2.197224577,2.890371758
1,1,1,3,5,1,0,2.564949357,3.044522438
1,0,0,3,6,1,0,2.63905733,2.890371758
1,1,0,4,5,1,1,2.302585093,3.218875825
1,1,0,4,1,1,1,2.079441542,2.079441542
1,1,0,5,1,1,0,1.386294361,2.48490665
